hexagram_id,line_number,hexagram_name_hanja,hexagram_name_korean,line_name_hanja,line_text_hanja,line_text_korean,modern_advice
17,4,"澤雷隨","택뢰수","九四","九四 日中見斗 往得疑疾","九四: 택뢰수 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택뢰수(澤雷隨) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
17,5,"澤雷隨","택뢰수","六五","六五 鳴鶴在陰 其子和之","六五: 택뢰수 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택뢰수(澤雷隨) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
17,6,"澤雷隨","택뢰수","上九","上九 同人先號咈而後笑","上九: 택뢰수 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택뢰수(澤雷隨) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
18,1,"山風蠱","산풍고","初九","初九 黃離元吉 柔順中正","初九: 산풍고 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산풍고(山風蠱) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
18,2,"山風蠱","산풍고","六二","六二 鴻漸于陸 公子矢居","六二: 산풍고 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산풍고(山風蠱) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
18,3,"山風蠱","산풍고","九三","九三 日中見斗 往得疑疾","九三: 산풍고 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산풍고(山風蠱) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
18,4,"山風蠱","산풍고","六四","六四 鳴鶴在陰 其子和之","六四: 산풍고 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산풍고(山風蠱) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
18,5,"山風蠱","산풍고","九五","九五 同人先號咈而後笑","九五: 산풍고 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산풍고(山風蠱) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
18,6,"山風蠱","산풍고","上六","上六 履道坦坦 幽人貞吉","上六: 산풍고 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산풍고(山風蠱) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
19,1,"地澤臨","지택임","初六","初六 鴻漸于陸 公子矢居","初六: 지택임 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지택임(地澤臨) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
19,2,"地澤臨","지택임","九二","九二 日中見斗 往得疑疾","九二: 지택임 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지택임(地澤臨) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
19,3,"地澤臨","지택임","六三","六三 鳴鶴在陰 其子和之","六三: 지택임 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지택임(地澤臨) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
19,4,"地澤臨","지택임","九四","九四 同人先號咈而後笑","九四: 지택임 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지택임(地澤臨) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
19,5,"地澤臨","지택임","六五","六五 履道坦坦 幽人貞吉","六五: 지택임 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지택임(地澤臨) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
19,6,"地澤臨","지택임","上九","上九 黃離元吉 柔順中正","上九: 지택임 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지택임(地澤臨) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
20,1,"風地觀","풍지관","初九","初九 日中見斗 往得疑疾","初九: 풍지관 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍지관(風地觀) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
20,2,"風地觀","풍지관","六二","六二 鳴鶴在陰 其子和之","六二: 풍지관 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍지관(風地觀) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
20,3,"風地觀","풍지관","九三","九三 同人先號咈而後笑","九三: 풍지관 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍지관(風地觀) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
20,4,"風地觀","풍지관","六四","六四 履道坦坦 幽人貞吉","六四: 풍지관 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍지관(風地觀) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
20,5,"風地觀","풍지관","九五","九五 黃離元吉 柔順中正","九五: 풍지관 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍지관(風地觀) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
20,6,"風地觀","풍지관","上六","上六 鴻漸于陸 公子矢居","上六: 풍지관 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍지관(風地觀) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
21,1,"火雷噬嗑","화뢰서합","初六","初六 鳴鶴在陰 其子和之","初六: 화뢰서합 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화뢰서합(火雷噬嗑) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
21,2,"火雷噬嗑","화뢰서합","九二","九二 同人先號咈而後笑","九二: 화뢰서합 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화뢰서합(火雷噬嗑) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
21,3,"火雷噬嗑","화뢰서합","六三","六三 履道坦坦 幽人貞吉","六三: 화뢰서합 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화뢰서합(火雷噬嗑) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
21,4,"火雷噬嗑","화뢰서합","九四","九四 黃離元吉 柔順中正","九四: 화뢰서합 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화뢰서합(火雷噬嗑) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
21,5,"火雷噬嗑","화뢰서합","六五","六五 鴻漸于陸 公子矢居","六五: 화뢰서합 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화뢰서합(火雷噬嗑) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
21,6,"火雷噬嗑","화뢰서합","上九","上九 日中見斗 往得疑疾","上九: 화뢰서합 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화뢰서합(火雷噬嗑) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
22,1,"山火賁","산화비","初九","初九 同人先號咈而後笑","初九: 산화비 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산화비(山火賁) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
22,2,"山火賁","산화비","六二","六二 履道坦坦 幽人貞吉","六二: 산화비 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산화비(山火賁) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
22,3,"山火賁","산화비","九三","九三 黃離元吉 柔順中正","九三: 산화비 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산화비(山火賁) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
22,4,"山火賁","산화비","六四","六四 鴻漸于陸 公子矢居","六四: 산화비 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산화비(山火賁) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
22,5,"山火賁","산화비","九五","九五 日中見斗 往得疑疾","九五: 산화비 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산화비(山火賁) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
22,6,"山火賁","산화비","上六","上六 鳴鶴在陰 其子和之","上六: 산화비 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산화비(山火賁) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
23,1,"山地剝","산지박","初六","初六 履道坦坦 幽人貞吉","初六: 산지박 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산지박(山地剝) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
23,2,"山地剝","산지박","九二","九二 黃離元吉 柔順中正","九二: 산지박 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산지박(山地剝) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
23,3,"山地剝","산지박","六三","六三 鴻漸于陸 公子矢居","六三: 산지박 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산지박(山地剝) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
23,4,"山地剝","산지박","九四","九四 日中見斗 往得疑疾","九四: 산지박 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산지박(山地剝) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
23,5,"山地剝","산지박","六五","六五 鳴鶴在陰 其子和之","六五: 산지박 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산지박(山地剝) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
23,6,"山地剝","산지박","上九","上九 同人先號咈而後笑","上九: 산지박 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산지박(山地剝) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
24,1,"雷地復","뇌지복","初九","初九 黃離元吉 柔順中正","初九: 뇌지복 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌지복(雷地復) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
24,2,"雷地復","뇌지복","六二","六二 鴻漸于陸 公子矢居","六二: 뇌지복 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌지복(雷地復) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
24,3,"雷地復","뇌지복","九三","九三 日中見斗 往得疑疾","九三: 뇌지복 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌지복(雷地復) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
24,4,"雷地復","뇌지복","六四","六四 鳴鶴在陰 其子和之","六四: 뇌지복 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌지복(雷地復) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
24,5,"雷地復","뇌지복","九五","九五 同人先號咈而後笑","九五: 뇌지복 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌지복(雷地復) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
24,6,"雷地復","뇌지복","上六","上六 履道坦坦 幽人貞吉","上六: 뇌지복 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌지복(雷地復) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
25,1,"天雷無妄","천뢰무망","初六","初六 鴻漸于陸 公子矢居","初六: 천뢰무망 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천뢰무망(天雷無妄) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
25,2,"天雷無妄","천뢰무망","九二","九二 日中見斗 往得疑疾","九二: 천뢰무망 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천뢰무망(天雷無妄) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
25,3,"天雷無妄","천뢰무망","六三","六三 鳴鶴在陰 其子和之","六三: 천뢰무망 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천뢰무망(天雷無妄) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
25,4,"天雷無妄","천뢰무망","九四","九四 同人先號咈而後笑","九四: 천뢰무망 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천뢰무망(天雷無妄) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
25,5,"天雷無妄","천뢰무망","六五","六五 履道坦坦 幽人貞吉","六五: 천뢰무망 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천뢰무망(天雷無妄) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
25,6,"天雷無妄","천뢰무망","上九","上九 黃離元吉 柔順中正","上九: 천뢰무망 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천뢰무망(天雷無妄) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
26,1,"山天大畜","산천대축","初九","初九 日中見斗 往得疑疾","初九: 산천대축 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산천대축(山天大畜) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
26,2,"山天大畜","산천대축","六二","六二 鳴鶴在陰 其子和之","六二: 산천대축 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산천대축(山天大畜) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
26,3,"山天大畜","산천대축","九三","九三 同人先號咈而後笑","九三: 산천대축 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산천대축(山天大畜) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
26,4,"山天大畜","산천대축","六四","六四 履道坦坦 幽人貞吉","六四: 산천대축 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산천대축(山天大畜) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
26,5,"山天大畜","산천대축","九五","九五 黃離元吉 柔順中正","九五: 산천대축 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산천대축(山天大畜) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
26,6,"山天大畜","산천대축","上六","上六 鴻漸于陸 公子矢居","上六: 산천대축 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산천대축(山天大畜) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
27,1,"山雷頤","산뢰이","初六","初六 鳴鶴在陰 其子和之","初六: 산뢰이 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산뢰이(山雷頤) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
27,2,"山雷頤","산뢰이","九二","九二 同人先號咈而後笑","九二: 산뢰이 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산뢰이(山雷頤) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
27,3,"山雷頤","산뢰이","六三","六三 履道坦坦 幽人貞吉","六三: 산뢰이 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산뢰이(山雷頤) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
27,4,"山雷頤","산뢰이","九四","九四 黃離元吉 柔順中正","九四: 산뢰이 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산뢰이(山雷頤) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
27,5,"山雷頤","산뢰이","六五","六五 鴻漸于陸 公子矢居","六五: 산뢰이 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산뢰이(山雷頤) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
27,6,"山雷頤","산뢰이","上九","上九 日中見斗 往得疑疾","上九: 산뢰이 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산뢰이(山雷頤) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
28,1,"澤風大過","택풍대과","初九","初九 同人先號咈而後笑","初九: 택풍대과 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택풍대과(澤風大過) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
28,2,"澤風大過","택풍대과","六二","六二 履道坦坦 幽人貞吉","六二: 택풍대과 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택풍대과(澤風大過) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
28,3,"澤風大過","택풍대과","九三","九三 黃離元吉 柔順中正","九三: 택풍대과 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택풍대과(澤風大過) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
28,4,"澤風大過","택풍대과","六四","六四 鴻漸于陸 公子矢居","六四: 택풍대과 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택풍대과(澤風大過) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
28,5,"澤風大過","택풍대과","九五","九五 日中見斗 往得疑疾","九五: 택풍대과 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택풍대과(澤風大過) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
28,6,"澤風大過","택풍대과","上六","上六 鳴鶴在陰 其子和之","上六: 택풍대과 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택풍대과(澤風大過) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
29,1,"坎爲水","중수감","初六","初六 履道坦坦 幽人貞吉","初六: 중수감 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","중수감(坎爲水) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
29,2,"坎爲水","중수감","九二","九二 黃離元吉 柔順中正","九二: 중수감 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","중수감(坎爲水) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
29,3,"坎爲水","중수감","六三","六三 鴻漸于陸 公子矢居","六三: 중수감 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","중수감(坎爲水) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
29,4,"坎爲水","중수감","九四","九四 日中見斗 往得疑疾","九四: 중수감 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","중수감(坎爲水) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
29,5,"坎爲水","중수감","六五","六五 鳴鶴在陰 其子和之","六五: 중수감 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","중수감(坎爲水) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
29,6,"坎爲水","중수감","上九","上九 同人先號咈而後笑","上九: 중수감 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","중수감(坎爲水) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
30,1,"離爲火","중화리","初九","初九 黃離元吉 柔順中正","初九: 중화리 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","중화리(離爲火) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
30,2,"離爲火","중화리","六二","六二 鴻漸于陸 公子矢居","六二: 중화리 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","중화리(離爲火) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
30,3,"離爲火","중화리","九三","九三 日中見斗 往得疑疾","九三: 중화리 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","중화리(離爲火) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
30,4,"離爲火","중화리","六四","六四 鳴鶴在陰 其子和之","六四: 중화리 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","중화리(離爲火) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
30,5,"離爲火","중화리","九五","九五 同人先號咈而後笑","九五: 중화리 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","중화리(離爲火) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
30,6,"離爲火","중화리","上六","上六 履道坦坦 幽人貞吉","上六: 중화리 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","중화리(離爲火) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
31,1,"澤山咸","택산함","初六","初六 鴻漸于陸 公子矢居","初六: 택산함 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택산함(澤山咸) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
31,2,"澤山咸","택산함","九二","九二 日中見斗 往得疑疾","九二: 택산함 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택산함(澤山咸) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
31,3,"澤山咸","택산함","六三","六三 鳴鶴在陰 其子和之","六三: 택산함 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택산함(澤山咸) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
31,4,"澤山咸","택산함","九四","九四 同人先號咈而後笑","九四: 택산함 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택산함(澤山咸) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
31,5,"澤山咸","택산함","六五","六五 履道坦坦 幽人貞吉","六五: 택산함 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택산함(澤山咸) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
31,6,"澤山咸","택산함","上九","上九 黃離元吉 柔順中正","上九: 택산함 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택산함(澤山咸) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
32,1,"雷風恆","뇌풍항","初九","初九 日中見斗 往得疑疾","初九: 뇌풍항 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌풍항(雷風恆) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
32,2,"雷風恆","뇌풍항","六二","六二 鳴鶴在陰 其子和之","六二: 뇌풍항 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌풍항(雷風恆) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
32,3,"雷風恆","뇌풍항","九三","九三 同人先號咈而後笑","九三: 뇌풍항 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌풍항(雷風恆) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
32,4,"雷風恆","뇌풍항","六四","六四 履道坦坦 幽人貞吉","六四: 뇌풍항 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌풍항(雷風恆) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
32,5,"雷風恆","뇌풍항","九五","九五 黃離元吉 柔順中正","九五: 뇌풍항 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌풍항(雷風恆) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
32,6,"雷風恆","뇌풍항","上六","上六 鴻漸于陸 公子矢居","上六: 뇌풍항 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌풍항(雷風恆) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
33,1,"天山遯","천산둔","初六","初六 鳴鶴在陰 其子和之","初六: 천산둔 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천산둔(天山遯) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
33,2,"天山遯","천산둔","九二","九二 同人先號咈而後笑","九二: 천산둔 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천산둔(天山遯) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
33,3,"天山遯","천산둔","六三","六三 履道坦坦 幽人貞吉","六三: 천산둔 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천산둔(天山遯) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
